age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,remotework,monthlysalary,annualsalary
34,no,unknown,1288.0,9,Secundaria,life sciences,2216,2,mujer,70,3,2, sales executive ,3,married,,5829,1,,20,4,1,0,0,3,2,6,1,3,0,1989,no,28336.0,336168.0
28,no,travel_rarely,1084.68,19,Master,medical,2217,4,hombre,78,2,1, laboratory technician ,1,married,,12449,1,,12,3,3,3,6,2,3,6,3,3,3196,1995,no,23862.960000000003,283101.48000000004
44,no,unknown,1027.64,2,Secundaria,life sciences,2218,1,mujer,72,4,1, research scientist ,4,married,,19982,1,,13,3,4,1,10,5,3,10,7,7,0,1979,no,22608.08,268214.04000000004
31,no,travel_rarely,1225.44,11,FP,unknown,1251,3,hombre,80,3,2, healthcare representative ,1,married,,17089,1,yes,12,,4,0,6,2,2,6,0,1,0,1992,no,26959.68,319839.84
26,no,unknown,536.36,4,FP,life sciences,2219,3,hombre,53,3,1, research scientist ,4,,,9973,1,yes,20,4,2,0,0,2,2,8,2,2,0,1997,no,11799.92,139989.96
47,no,travel_rarely,427.8,1,Grado,unknown,1438,1,hombre,74,3,1, research scientist ,4,,,10205,7,no,12,3,3,1,17,2,2,6,1,2,3420,1976,yes,9411.6,111655.8
37,no,unknown,1299.96,5,FP,unknown,2220,3,hombre,84,4,1, laboratory technician ,3,single,,25470,0,no,14,3,1,0,7,2,1,6,1,3,0,1986,no,28599.120000000003,339289.56
32,no,unknown,1104.0,1,Master,unknown,1574,4,hombre,64,3,2, research scientist ,1,married,,25174,4,,14,3,2,1,9,3,2,6,1,2,4087,1991,yes,24288.0,288144.0
32,no,unknown,898.84,2,Grado,medical,1671,4,hombre,45,3,2, research scientist ,2,divorced,,25518,0,no,13,3,3,2,10,4,2,9,1,6,0,1991,yes,19774.48,234597.24000000002
33,no,non-travel,487.6,16,Grado,life sciences,2221,3,mujer,36,3,2, sales executive ,4,,,16130,1,yes,25,4,3,1,7,2,3,6,1,2,5368,1990,no,10727.2,127263.6
47,yes,unknown,1005.56,9,Grado,unknown,2222,3,hombre,82,1,4, sales executive ,3,married,,24164,7,no,11,,3,0,25,3,1,23,14,10,12936,1976,yes,22122.32,262451.16000000003
41,yes,unknown,1013.84,1,FP,unknown,2223,2,mujer,94,3,2, sales executive ,4,,,19479,8,yes,11,3,1,0,8,0,1,6,0,5,0,1982,no,22304.48,264612.24
35,no,travel_rarely,744.28,16,Grado,medical,2224,1,hombre,84,4,1, laboratory technician ,2,married,,16479,0,,13,3,3,1,6,5,3,5,0,3,0,1988,no,16374.160000000002,194257.08000000002
29,no,travel_rarely,1221.76,2,Grado,life sciences,94,3,hombre,76,3,1, research scientist ,2,married,,4956,0,no,23,4,4,1,0,3,3,5,0,4,0,1994,no,26878.72,318879.36
32,no,travel_rarely,504.16,1,Grado,life sciences,2225,2,hombre,66,3,2, research scientist ,2,,,7346,1,no,17,3,2,2,10,3,3,10,0,9,0,1991,yes,11091.52,131585.76
35,no,travel_rarely,1116.88,1,Grado,medical,2226,2,hombre,30,2,1, research scientist ,3,single,,26278,1,no,18,3,1,0,6,3,3,6,0,4,0,1988,no,24571.36,291505.68000000005
56,no,unknown,,13,Grado,unknown,112,4,hombre,64,1,3, manufacturing director ,4,,,21698,4,no,11,3,1,0,37,3,2,6,0,2,0,1967,yes,,
28,no,unknown,110.4,4,Grado,medical,129,2,hombre,43,3,2, sales executive ,3,,,8863,1,,15,3,2,0,5,3,4,5,0,4,4221,1995,yes,2428.8,28814.4
25,yes,travel_rarely,220.8,5,Grado,unknown,142,3,hombre,46,2,2, sales executive ,3,single,,26959,1,yes,11,3,4,0,0,1,3,6,0,3,0,1998,yes,4857.6,57628.8
56,yes,unknown,405.72,14,Master,life sciences,161,2,mujer,72,3,1, research scientist ,2,,,4510,9,,18,3,1,3,7,2,3,5,4,3,4963,1967,yes,8925.84,105892.92000000001
26,no,unknown,773.72,6,Grado,unknown,164,3,mujer,46,2,1, research scientist ,2,married,,23300,1,,19,3,3,0,5,3,2,5,4,3,0,1997,no,17021.84,201940.92
32,yes,unknown,950.36,9,Grado,medical,190,1,mujer,41,3,1, laboratory technician ,1,,,10224,7,no,22,4,1,0,0,2,4,5,0,4,4200,1991,no,20907.920000000002,248043.96
30,no,travel_rarely,,18,Grado,life sciences,194,1,mujer,75,3,1, research scientist ,3,single,,23910,1,no,14,3,3,0,0,4,2,5,0,4,0,1993,yes,,
50,no,travel_rarely,1335.84,11,Grado,unknown,226,3,mujer,53,3,5, manager ,2,,,17053,3,,15,3,2,0,0,5,3,5,4,4,0,1973,no,29388.480000000003,348654.24000000005
32,no,unknown,110.4,6,Doctorado,life sciences,231,3,hombre,43,3,1, research scientist ,3,,,12430,3,no,20,4,1,0,8,2,0,5,1,4,0,1991,no,2428.8,28814.4
45,no,travel_rarely,1166.56,4,FP,unknown,240,3,mujer,30,3,2, sales executive ,1,,,6319,4,,11,3,1,1,9,3,4,5,0,3,5006,1978,no,25664.32,304472.16
43,no,unknown,,7,Grado,unknown,262,4,hombre,37,4,1, research scientist ,4,divorced,,5228,4,no,14,3,4,3,7,3,4,5,2,2,0,1980,yes,,
29,yes,unknown,111.32,27,Grado,marketing,283,2,mujer,35,3,3, sales executive ,4,married,,24525,1,,22,4,4,3,10,3,2,10,1,9,7639,1994,yes,2449.04,29054.52
31,no,non-travel,,1,Master,medical,308,3,hombre,90,1,2, manufacturing director ,3,,,4381,0,,12,3,4,1,6,2,3,5,1,4,0,1992,yes,,
33,yes,unknown,747.96,14,Grado,unknown,325,3,hombre,58,3,1, laboratory technician ,4,married,,22149,5,yes,13,3,3,1,8,2,1,5,0,4,0,1990,no,16455.120000000003,195217.56
31,yes,unknown,282.44,29,FP,unknown,355,3,hombre,71,2,1, laboratory technician ,2,,,11652,0,no,11,3,2,0,0,2,4,5,1,4,0,1992,yes,6213.68,73716.84
37,no,unknown,209.76,6,Master,unknown,378,3,hombre,64,3,2, sales executive ,4,,,22825,4,no,14,3,2,1,0,5,4,5,0,1,6502,1986,yes,4614.72,54747.36000000001
50,no,unknown,733.24,4,Secundaria,unknown,2227,1,hombre,96,3,5, research director ,2,divorced,,15815,3,no,14,3,1,2,28,4,2,10,1,6,0,1973,no,16131.28,191375.64
42,no,travel_frequently,510.6,26,Grado,unknown,2228,3,mujer,77,3,4, sales executive ,2,married,,14864,5,,14,3,4,1,0,2,0,20,4,8,13525,1981,yes,11233.2,133266.6
27,no,unknown,1266.84,2,Grado,unknown,2229,4,hombre,74,3,2, sales executive ,3,,,5242,1,yes,11,3,1,0,5,3,3,5,0,4,0,1996,yes,27870.480000000003,330645.24000000005
27,no,non-travel,193.2,1,Secundaria,marketing,449,3,hombre,73,3,2, sales executive ,2,,,22107,0,yes,13,3,4,1,0,0,0,5,1,4,6349,1996,yes,4250.400000000001,50425.200000000004
41,no,travel_rarely,444.36,6,Grado,unknown,466,4,hombre,64,2,2, manufacturing director ,2,single,,10110,6,yes,15,3,4,0,0,3,3,5,1,2,0,1982,yes,9775.92,115977.96
37,no,travel_rarely,847.32,10,Grado,medical,486,3,mujer,98,3,1, laboratory technician ,1,,,17663,6,no,20,4,2,1,0,3,3,5,0,3,0,1986,yes,18641.04,221150.52000000002
40,yes,unknown,529.0,22,FP,unknown,492,22,hombre,68,2,2, sales executive ,3,,,6110,2,yes,12,3,1,2,8,6,3,6,1,0,6380,1983,yes,11638.0,138069.0
55,no,unknown,1206.12,2,Grado,unknown,505,3,mujer,97,3,4, manager ,4,single,,23258,2,yes,13,3,3,0,0,2,3,5,1,2,0,1968,no,26534.640000000003,314797.32
26,yes,travel_frequently,529.0,3,Secundaria,unknown,510,3,hombre,73,3,1, research scientist ,1,,,6582,0,,22,4,3,0,0,2,3,6,0,4,3102,1997,yes,11638.0,138069.0
40,no,travel_rarely,698.28,2,FP,marketing,2230,4,mujer,46,3,2, sales executive ,2,divorced,,22553,7,,12,3,3,2,0,5,3,5,1,3,0,1983,yes,15362.160000000002,182251.08000000002
25,no,unknown,819.72,4,FP,unknown,527,2,mujer,99,2,2, sales executive ,4,single,,12090,1,yes,11,3,2,0,5,3,3,5,1,3,0,1998,no,18033.84,213946.92
30,no,unknown,995.44,12,Grado,unknown,2231,2,mujer,83,3,2, sales executive ,3,single,,19558,0,no,11,,2,0,0,6,3,5,4,4,0,1993,yes,21899.68,259809.84000000003
52,no,travel_rarely,293.48,32,Grado,unknown,2232,4,hombre,64,2,3, manufacturing director ,3,married,,19609,2,,14,,3,0,0,4,3,5,0,4,0,1971,no,6456.56,76598.28
42,no,travel_frequently,489.44,12,FP,unknown,547,1,mujer,92,3,2, research scientist ,3,,,12932,2,no,11,3,2,1,19,3,3,5,0,2,4556,1981,no,10767.68,127743.84
30,no,travel_rarely,291.64,2,Grado,life sciences,548,3,mujer,43,1,2, manufacturing director ,4,,,24793,2,no,20,4,3,0,11,2,3,5,0,2,0,1993,yes,6416.08,76118.04
35,no,travel_rarely,132.48,22,Grado,life sciences,577,4,hombre,46,1,1, laboratory technician ,3,single,,19225,0,no,15,3,3,0,0,2,3,5,4,3,4230,1988,no,2914.5600000000004,34577.280000000006
31,no,travel_rarely,632.96,7,Grado,unknown,2233,3,hombre,44,2,3, manager ,4,divorced,,25291,9,,21,4,3,1,10,3,2,5,0,1,0,1992,yes,13925.12,165202.56
35,no,travel_rarely,179.4,1,Grado,unknown,2234,1,mujer,80,3,2, sales executive ,3,single,,6698,1,,16,3,4,0,5,3,3,5,0,3,4859,1988,yes,3946.8,46823.4
25,no,unknown,572.24,13,Secundaria,unknown,2235,2,hombre,40,3,1, sales representative ,3,,,26376,1,,11,3,3,0,7,1,3,7,0,6,0,1998,yes,12589.28,149354.64
32,no,travel_rarely,594.32,9,Master,unknown,679,1,mujer,92,3,2, research scientist ,4,married,,18089,1,,12,3,4,1,6,2,0,6,0,5,6322,1991,no,13075.04,155117.52000000002
47,yes,unknown,661.48,27,FP,life sciences,785,2,mujer,77,4,2, sales executive ,3,,,10339,4,yes,12,3,4,0,8,2,3,5,1,3,0,1976,no,14552.560000000001,172646.28
30,no,travel_frequently,931.04,5,Master,life sciences,861,2,hombre,64,2,1, research scientist ,4,divorced,,2373,9,no,12,3,2,1,10,3,2,5,0,3,0,1993,yes,20482.88,243001.44000000003
45,no,unknown,855.6,9,Grado,marketing,864,4,hombre,74,3,3, sales executive ,1,divorced,,19239,4,yes,12,3,3,1,18,2,3,5,0,2,10761,1978,no,18823.2,223311.6
36,no,travel_rarely,1175.76,8,Grado,life sciences,878,1,hombre,77,2,1, human resources ,1,,,8635,0,,21,4,3,0,0,3,3,5,0,3,0,1987,yes,25866.72,306873.36
31,no,unknown,1124.24,11,Master,unknown,895,4,hombre,48,3,1, research scientist ,4,,,14871,3,,19,3,2,1,0,2,3,6,0,2,0,1992,yes,24733.28,293426.64
37,no,travel_frequently,1132.52,21,FP,medical,900,3,mujer,54,3,1, sales representative ,4,married,,21222,5,,15,3,2,1,0,3,3,5,0,0,2973,1986,no,24915.44,295587.72
39,no,travel_rarely,1272.36,2,Grado,life sciences,2236,4,mujer,42,2,2, human resources ,4,,,7790,8,no,11,3,3,2,13,2,3,5,0,4,5204,1984,no,27991.920000000002,332085.96
42,no,unknown,425.04,14,FP,unknown,936,3,mujer,68,2,2, sales executive ,3,,,7824,7,,17,3,1,0,0,6,3,5,0,3,0,1981,yes,9350.880000000001,110935.44
30,no,travel_rarely,212.52,8,FP,unknown,2237,3,hombre,62,3,3, sales executive ,3,,,9977,5,no,11,3,1,1,0,2,4,8,7,7,0,1993,no,4675.4400000000005,55467.72
50,no,unknown,,1,FP,medical,997,4,hombre,66,3,4, research director ,4,divorced,,6615,9,no,22,,3,1,32,1,2,5,1,3,17399,1973,yes,,
59,no,travel_rarely,1001.88,1,FP,unknown,1048,2,hombre,66,3,3, manager ,4,,,11038,3,yes,14,3,3,1,14,1,1,6,0,4,0,1964,yes,22041.36,261490.68
54,no,unknown,995.44,2,Master,life sciences,2238,3,mujer,41,2,3, sales executive ,3,married,,8392,6,no,11,3,2,1,13,4,3,9,7,0,0,1969,yes,21899.68,259809.84000000003
56,no,unknown,1140.8,9,Grado,medical,1071,1,mujer,63,3,1, research scientist ,3,married,,12154,2,no,19,3,2,1,18,4,3,5,0,3,0,1967,no,25097.6,297748.8
48,no,unknown,1161.04,1,Master,unknown,1116,1,hombre,35,4,4, manager ,4,single,,16154,2,no,22,,3,0,0,3,2,5,2,1,16885,1975,yes,25542.879999999997,303031.44
39,no,unknown,403.88,9,Grado,life sciences,1132,3,hombre,70,3,2, laboratory technician ,2,single,,8770,9,no,15,3,3,0,9,2,2,5,0,3,0,1984,no,8885.36,105412.68
35,no,travel_rarely,485.76,8,Master,technical degree,2239,3,hombre,100,3,1, human resources ,3,,,7108,1,no,17,3,2,0,6,2,1,5,1,4,4323,1988,yes,10686.720000000001,126783.36000000002
42,no,travel_rarely,595.24,4,Master,marketing,1171,2,hombre,45,3,2, sales executive ,1,single,,2253,7,no,13,3,4,0,0,3,0,6,1,5,5155,1981,no,13095.28,155357.64
44,yes,unknown,1009.24,10,Master,unknown,1200,3,hombre,96,3,1, research scientist ,3,single,,10826,1,yes,11,3,3,0,6,4,3,6,0,2,2936,1979,no,22203.28,263411.64
29,no,travel_rarely,866.64,15,Secundaria,unknown,1202,2,mujer,69,1,1, research scientist ,4,married,,26933,0,yes,18,,1,1,6,2,2,5,1,3,0,1994,no,19066.079999999998,226193.04
33,no,unknown,135.24,2,Grado,human resources,2240,2,hombre,99,3,1, human resources ,3,,,8429,1,no,13,3,4,1,5,2,3,5,1,4,0,1990,yes,2975.28,35297.64
54,no,travel_frequently,888.72,1,Master,unknown,1245,4,mujer,53,3,3, manufacturing director ,3,,,9659,7,no,17,3,1,1,33,2,1,5,1,4,0,1969,no,19551.84,231955.92
46,no,unknown,154.56,4,FP,unknown,1280,4,mujer,33,2,5, manager ,2,married,,9946,2,,14,3,3,1,0,2,3,11,0,8,18789,1977,yes,3400.32,40340.16
30,no,non-travel,,9,FP,medical,2241,3,mujer,72,3,2, manufacturing director ,3,single,,12858,7,yes,18,,3,0,10,3,3,8,1,7,0,1993,yes,,
32,yes,travel_rarely,1001.88,7,FP,life sciences,1309,4,hombre,79,3,2, laboratory technician ,3,,,22845,1,,18,3,1,1,0,3,3,10,1,1,4883,1991,yes,22041.36,261490.68
40,yes,unknown,275.08,25,Master,unknown,2242,4,hombre,57,2,3, sales executive ,2,single,,17235,2,yes,12,3,3,0,9,2,3,5,1,0,0,1983,yes,6051.759999999999,71795.87999999999
34,no,non-travel,919.08,26,Secundaria,unknown,1374,1,mujer,92,2,1, research scientist ,3,divorced,,15891,1,no,20,4,3,3,5,2,3,5,0,0,2029,1989,yes,20219.760000000002,239879.88
39,no,travel_rarely,1378.16,21,Master,unknown,1390,1,hombre,44,2,2, sales executive ,4,married,,3567,3,,12,3,4,2,8,2,4,5,1,4,0,1984,no,30319.52,359699.76
37,no,unknown,1323.88,4,Secundaria,unknown,2243,3,hombre,54,3,1, research scientist ,3,married,,5182,7,yes,15,3,4,0,8,2,3,6,1,3,2996,1986,no,29125.36,345532.68000000005
33,no,unknown,1022.12,41,Secundaria,life sciences,1395,41,hombre,61,3,2, sales executive ,4,married,,19293,6,,13,3,1,0,8,2,4,5,1,2,0,1990,yes,22486.64,266773.32
39,no,non-travel,1366.2,25,FP,unknown,1397,3,hombre,71,3,3, healthcare representative ,3,,,3449,3,no,21,4,2,1,13,2,3,6,0,5,0,1984,no,30056.4,356578.2
52,no,travel_rarely,237.36,8,Master,other,1409,3,mujer,54,3,1, laboratory technician ,1,married,,17363,9,no,13,,3,0,12,2,1,5,0,4,0,1971,yes,5221.92,61950.96000000001
36,no,unknown,1080.08,3,Master,unknown,1425,1,mujer,99,3,2, sales executive ,2,single,,20763,3,yes,16,3,4,0,15,3,3,5,0,1,9278,1987,yes,23761.760000000002,281900.88000000006
36,no,unknown,158.24,47,Master,life sciences,1435,47,hombre,64,2,2, laboratory technician ,4,single,,22604,1,,16,3,3,0,10,2,2,10,1,8,0,1987,yes,3481.28,41300.64
24,no,travel_rarely,,4,Secundaria,unknown,1445,4,mujer,42,3,2, sales executive ,3,married,,15211,1,yes,12,3,3,2,0,3,3,5,0,3,4162,1999,yes,,
34,no,travel_rarely,368.92,1,Grado,life sciences,2244,4,mujer,86,2,1, laboratory technician ,2,,,3708,5,no,17,3,1,1,7,2,2,5,0,2,0,1989,no,8116.240000000001,96288.12000000001
28,no,unknown,796.72,5,Grado,unknown,1469,4,hombre,64,3,2, sales executive ,1,single,,23490,0,,18,3,4,0,0,4,3,5,1,3,0,1995,yes,17527.84,207943.92
33,no,travel_rarely,1011.08,4,Master,medical,2245,1,mujer,82,2,1, laboratory technician ,2,,,8192,8,no,11,3,4,0,8,5,3,5,0,2,0,1990,yes,22243.760000000002,263891.88
47,no,travel_rarely,525.32,14,Grado,medical,1503,3,mujer,64,3,2, sales executive ,3,married,,24200,3,,17,3,3,1,0,4,2,5,1,2,0,1976,yes,11557.04,137108.52000000002
40,yes,unknown,621.92,9,Master,life sciences,1534,4,hombre,86,3,1, laboratory technician ,1,single,,21831,3,,14,3,2,0,15,3,1,5,1,0,0,1983,no,13682.240000000002,162321.12000000002
45,no,travel_rarely,874.0,49,Grado,technical degree,1546,49,hombre,97,3,1, research scientist ,4,married,,4585,4,no,20,4,4,1,0,3,3,5,0,3,0,1978,yes,19228.0,228114.0
40,no,travel_rarely,1234.64,9,FP,unknown,1548,1,hombre,47,3,2, sales executive ,1,,,19345,0,,12,3,4,0,0,5,4,8,7,1,0,1983,yes,27162.08,322241.04000000004
29,no,unknown,915.4,2,Secundaria,life sciences,2246,1,hombre,87,3,2, healthcare representative ,4,,,24483,1,,19,3,4,1,6,0,4,6,1,3,8853,1994,yes,20138.800000000003,238919.40000000002
40,no,unknown,108.56,14,FP,life sciences,1598,4,mujer,84,3,2, sales executive ,1,married,,11262,1,no,15,3,3,1,5,2,3,5,1,2,0,1983,yes,2388.32,28334.16
43,no,unknown,910.8,27,Grado,unknown,1599,4,hombre,87,4,1, laboratory technician ,2,divorced,,5855,5,,12,3,3,1,0,0,0,6,0,2,4876,1980,no,20037.600000000002,237718.80000000002
30,no,unknown,221.72,7,Grado,unknown,1609,2,hombre,48,2,1, research scientist ,2,,,5348,1,no,12,3,2,1,6,3,2,6,1,1,2141,1993,yes,4877.84,57868.92
38,no,unknown,,2,FP,unknown,1638,4,mujer,54,2,3, manufacturing director ,3,,,14199,3,,19,3,4,1,10,6,4,5,0,2,7756,1985,yes,,
37,no,travel_rarely,1352.4,10,Grado,unknown,1640,2,mujer,71,3,1, research scientist ,2,married,,9953,1,,11,3,1,1,8,2,1,8,7,7,3936,1986,no,29752.800000000003,352976.4
39,no,travel_rarely,452.64,12,Grado,medical,2247,4,hombre,66,3,2, manufacturing director ,2,,,7693,4,no,21,4,3,0,0,3,3,5,1,0,0,1984,yes,9958.080000000002,118139.04000000001
36,no,travel_rarely,956.8,11,FP,life sciences,1664,11,hombre,79,4,2, healthcare representative ,1,divorced,,26308,6,no,20,4,1,1,13,3,3,5,0,4,6842,1987,yes,21049.600000000002,249724.80000000002
23,yes,travel_rarely,1214.4,8,Secundaria,medical,1684,4,hombre,93,2,1, laboratory technician ,3,single,,20586,1,,11,,1,0,5,2,3,5,1,2,3989,2000,yes,26716.800000000003,316958.4
35,no,unknown,134.32,2,Master,unknown,1704,1,hombre,79,2,1, research scientist ,4,,,13970,0,yes,14,3,3,0,6,2,4,5,1,4,4930,1988,yes,2955.04,35057.52
31,no,travel_frequently,149.96,24,Secundaria,technical degree,1736,4,mujer,30,3,2, manufacturing director ,4,single,,6670,2,,20,4,4,0,9,3,2,5,1,4,0,1992,yes,3299.1200000000003,39139.560000000005
38,no,travel_rarely,1060.76,6,FP,other,1782,4,mujer,40,2,1, laboratory technician ,3,married,,16376,1,no,11,3,2,1,5,3,3,5,0,4,3702,1985,yes,23336.72,276858.36
35,no,unknown,170.2,23,Master,medical,1826,2,hombre,91,1,1, laboratory technician ,3,married,,9696,0,,16,,2,1,6,2,4,5,0,3,2705,1988,yes,3744.4000000000005,44422.200000000004
40,no,unknown,690.0,12,Grado,unknown,2248,2,mujer,47,3,2, healthcare representative ,1,,,10748,2,,12,3,2,1,15,3,3,7,7,7,4448,1983,yes,15180.0,180090.0
27,no,travel_frequently,1193.24,48,FP,unknown,1850,48,mujer,64,3,1, laboratory technician ,4,single,,19826,0,yes,14,3,3,0,6,3,2,5,0,2,2379,1996,yes,26251.28,311435.64
41,no,unknown,310.04,8,Grado,unknown,1909,3,mujer,54,3,2, sales executive ,2,,,26841,5,no,21,4,3,1,14,3,3,5,1,4,0,1982,yes,6820.88,80920.44
33,no,travel_rarely,199.64,15,Master,marketing,1924,2,hombre,43,3,2, sales executive ,3,single,,10410,1,no,14,3,2,0,0,2,2,10,0,9,5487,1990,no,4392.08,52106.04
49,no,unknown,978.88,2,Secundaria,life sciences,1941,2,hombre,42,3,5, research director ,4,married,,13738,3,no,15,3,4,0,28,3,3,5,4,3,0,1974,no,21535.36,255487.68
36,no,non-travel,1242.92,9,Master,unknown,1949,1,hombre,66,4,1, laboratory technician ,2,,,9238,1,no,22,4,2,0,5,3,3,5,0,2,2810,1987,yes,27344.24,324402.12
41,no,unknown,855.6,3,Grado,life sciences,2249,3,hombre,57,2,2, sales executive ,2,divorced,,12227,2,,11,3,3,1,14,5,3,5,0,4,8938,1982,no,18823.2,223311.6
29,no,unknown,430.56,41,Master,medical,2250,41,mujer,73,2,1, research scientist ,1,single,,8489,1,no,14,3,2,0,5,3,1,5,0,4,0,1994,yes,9472.32,112376.16
31,no,non-travel,,5,Grado,medical,2251,2,hombre,74,3,2, manufacturing director ,1,,,3787,0,no,19,3,2,0,10,2,3,9,1,7,9936,1992,yes,,
36,yes,travel_rarely,1120.56,9,Master,life sciences,27,3,hombre,82,2,1, sales representative ,1,single,,6986,7,no,23,4,2,0,0,4,0,5,0,3,0,1987,no,24652.32,292466.16
43,no,travel_rarely,1171.16,2,FP,medical,46,4,mujer,72,4,1, research scientist ,3,,,21923,1,no,12,3,4,2,6,3,2,5,1,4,0,1980,no,25765.52,305672.76
33,no,travel_frequently,1049.72,18,Grado,life sciences,52,18,mujer,42,4,2, sales executive ,1,married,,3193,2,no,19,,1,2,0,3,3,5,1,3,0,1990,no,23093.84,273976.92
44,no,unknown,1368.96,1,Doctorado,marketing,68,2,mujer,75,3,2, sales executive ,1,,,4009,5,,21,4,3,1,9,2,2,4,1,3,5454,1979,no,30117.120000000003,357298.56
38,no,unknown,600.76,29,Doctorado,life sciences,79,4,mujer,50,3,2, laboratory technician ,4,single,,5456,1,no,11,3,4,0,10,2,3,10,9,9,0,1985,yes,13216.72,156798.36
50,no,unknown,909.88,7,FP,medical,80,2,mujer,43,2,5, research director ,3,divorced,,16701,5,,12,,4,1,0,2,2,27,13,8,18740,1973,no,20017.36,237478.68
59,no,travel_frequently,1127.0,1,Secundaria,unknown,91,1,mujer,57,2,2, sales executive ,3,single,,24668,7,no,11,,4,0,20,2,2,4,1,3,5473,1964,no,24794.0,294147.0
40,no,travel_frequently,487.6,1,Master,life sciences,119,3,hombre,78,2,4, healthcare representative ,2,married,,14115,1,no,22,4,4,1,22,3,2,22,11,11,13503,1983,no,10727.2,127263.6
54,no,travel_rarely,1119.64,2,Master,technical degree,126,1,mujer,60,3,3, research director ,3,,,24001,9,no,12,3,1,1,16,5,1,4,0,3,13549,1969,no,24632.08,292226.04000000004
50,no,unknown,,47,Grado,unknown,2252,1,mujer,73,3,5, research director ,2,,,9755,3,yes,19,3,1,0,28,1,2,8,0,7,18172,1973,yes,,
54,no,non-travel,130.64,26,Grado,unknown,148,4,mujer,64,4,4, manager ,4,single,,13871,2,,12,,3,0,0,3,3,5,4,4,0,1969,yes,2874.0800000000004,34097.04
24,no,unknown,1036.84,18,Secundaria,life sciences,150,2,hombre,52,3,1, laboratory technician ,3,married,,13257,0,no,12,3,3,1,0,2,3,5,1,2,2774,1999,yes,22810.480000000003,270615.24000000005
37,no,travel_rarely,1093.88,3,Grado,life sciences,2253,3,hombre,87,3,3, sales executive ,4,,,14506,2,no,12,3,1,0,0,3,3,5,1,3,0,1986,yes,24065.36,285502.68000000005
30,no,travel_rarely,1312.84,2,Secundaria,unknown,198,2,hombre,35,2,1, laboratory technician ,4,single,,11162,0,no,13,3,4,0,6,3,3,5,1,2,0,1993,yes,28882.480000000003,342651.24000000005
34,no,travel_frequently,278.76,10,Master,unknown,216,10,mujer,75,3,1, sales representative ,3,,,11314,6,no,18,3,4,1,0,3,3,4,1,2,0,1989,no,6132.719999999999,72756.36
57,no,travel_rarely,307.28,24,FP,unknown,2254,3,hombre,83,4,3, healthcare representative ,4,divorced,,23402,3,,16,3,2,1,12,2,1,5,1,4,9439,1966,yes,6760.160000000001,80200.08
38,no,travel_rarely,645.84,1,Master,life sciences,230,1,mujer,64,2,2, sales executive ,4,single,,12930,4,,22,,3,0,12,2,4,8,0,7,0,1985,no,14208.480000000001,168564.24000000002
41,yes,travel_rarely,,20,FP,marketing,2255,2,mujer,70,3,1, sales representative ,2,,,21728,1,yes,22,4,4,0,4,5,2,4,0,2,0,1982,yes,,
42,no,unknown,851.92,21,FP,unknown,270,3,mujer,36,3,2, manufacturing director ,3,divorced,,16439,2,,16,3,2,1,11,5,3,5,0,2,5265,1981,no,18742.24,222351.12000000002
34,no,unknown,807.76,10,Master,unknown,277,4,hombre,43,3,1, research scientist ,3,divorced,,5972,1,yes,17,3,4,1,0,4,4,5,2,0,3815,1989,yes,17770.72,210825.36
30,yes,unknown,307.28,26,Master,unknown,299,3,mujer,52,2,2, sales executive ,1,,,22967,5,,15,3,3,0,9,5,2,6,0,1,0,1993,yes,6760.160000000001,80200.08
29,yes,travel_rarely,824.32,13,Secundaria,medical,315,13,hombre,86,2,1, research scientist ,4,single,,14961,1,,13,3,3,0,4,3,0,4,0,1,2389,1994,yes,18135.04,215147.52000000002
32,no,unknown,1288.92,4,FP,unknown,330,3,mujer,56,3,1, sales representative ,2,married,,20990,2,no,11,,1,1,0,5,3,4,1,2,0,1991,no,28356.24,336408.12
25,no,unknown,621.0,5,FP,life sciences,369,2,hombre,85,4,2, healthcare representative ,1,,,18384,1,no,12,3,4,2,6,2,3,6,1,5,4000,1998,yes,13662.0,162081.0
53,no,unknown,984.4,3,Master,unknown,386,3,hombre,45,3,4, research director ,3,married,,21016,3,yes,16,3,4,3,21,5,2,5,1,3,17584,1970,yes,21656.800000000003,256928.40000000002
26,no,unknown,456.32,11,FP,medical,390,1,hombre,60,3,2, healthcare representative ,1,married,,22722,1,,13,3,3,1,5,3,3,5,3,3,0,1997,yes,10039.039999999999,119099.52
